C4BE84	Texas Instruments.
00014B	Ennovate Networks, Inc.
00407F	FLIR Systems
002263	Koos Technical Services, Inc.
08EFAB	SAYME WIRELESS SENSOR NETWORK
B0AA77	Cisco
5855CA	Apple
0014B1	Axell Wireless Limited
C81EE7	Apple Inc
00D033	DALIAN DAXIAN NETWORK
00D03A	ZONEWORX, INC.
686E23	Wi3 Inc.
001602	CEYON TECHNOLOGY CO.,LTD.
000DA1	MIRAE ITS Co.,LTD.
1C3A4F	AccuSpec Electronics, LLC
00110D	SANBlaze Technology, Inc.
A8F7E0	PLANET Technology Corporation
88ACC1	Generiton Co., Ltd.
00C0CA	ALFA, INC.
0008F0	Next Generation Systems, Inc.
40EF4C	Fihonest communication co.,Ltd
0090B0	VADEM
1CBA8C	Texas Instruments
0016AC	Toho Technology Corp.
000456	Cambium Networks Limited
0018C9	EOps Technology Limited
AC853D	HUAWEI TECHNOLOGIES CO.,LTD
000892	EM Solutions
E4AB46	UAB Selteka
0009F3	WELL Communication Corp.
002563	Luxtera Inc
00126A	OPTOELECTRONICS Co., Ltd.
002266	Nokia Danmark A/S
00C0E1	SONIC SOLUTIONS
001EF2	Micro Motion Inc
002711	LanPro Inc
A0E9DB	Ningbo FreeWings Technologies Co.,Ltd
00C075	XANTE CORPORATION
58B961	SOLEM Electronique
001E6D	IT R&D Center
0017DA	Spans Logic
000FAB	Kyushu Electronics Systems Inc.
0025B6	Telecom FM
00802F	NATIONAL INSTRUMENTS CORP.
0008B1	ProQuent Systems
001B3E	Curtis, Inc.
3C1CBE	JADAK LLC
D08999	APCON, Inc.
00019B	Kyoto Microcomputer Co., Ltd.
00D098	Photon Dynamics Canada Inc.
0090FA	Emulex Corporation
485D60	Azurewave Technologies, Inc.
000FAD	FMN communications GmbH
000B43	Microscan Systems, Inc.
0023F8	ZyXEL Communications Corporation
54F5B6	ORIENTAL PACIFIC INTERNATIONAL LIMITED
000733	DANCONTROL Engineering
00D093	TQ - COMPONENTS GMBH
000C6D	Edwards Ltd.
0050D4	JOOHONG INFORMATION &
000DC6	DigiRose Technology Co., Ltd.
00142B	Edata Communication Inc.
000699	Vida Design Co.
000752	Rhythm Watch Co., Ltd.
6C8B2F	zte corporation
000EFA	Optoway Technology Incorporation
0020B6	AGILE NETWORKS, INC.
08006B	ACCEL TECHNOLOGIES INC.
000490	Optical Access
000BD6	Paxton Access Ltd
000F99	APAC opto Electronics Inc.
D8EE78	Moog Protokraft
0018CD	Erae Electronics Industry Co., Ltd
A44E31	Intel Corporate
000E86	Alcatel North America
008026	NETWORK PRODUCTS CORPORATION
10DEE4	automationNEXT GmbH
048D38	Netcore Technology Inc.
006000	XYCOM INC.
08000C	MIKLYN DEVELOPMENT CO.
001DE7	Marine Sonic Technology, Ltd.
080030	CERN
000703	CSEE Transport
00804D	CYCLONE MICROSYSTEMS, INC.
0050EE	TEK DIGITEL CORPORATION
C4C919	Energy Imports Ltd
001F1F	Edimax Technology Co. Ltd.
C8B373	Cisco-Linksys, LLC
0001E3	Siemens AG
0012E5	Time America, Inc.
000003	XEROX CORPORATION
3C5A37	Samsung Electronics
40C7C9	Naviit Inc.
001DEE	NEXTVISION SISTEMAS DIGITAIS DE TELEVIS脙O LTDA.
00C0CB	CONTROL TECHNOLOGY CORPORATION
488E42	DIGALOG GmbH
0015F2	ASUSTek COMPUTER INC.
001FA8	Smart Energy Instruments Inc.
98D88C	Nortel Networks
002488	Centre For Development Of Telematics
000D92	Arima Communication Corporation
14E6E4	TP-LINK TECHNOLOGIES CO., LTD.
103711	Simlink AS
0009EF	Vocera Communications
0003DE	OTC Wireless
E4A7FD	Cellco Partnership
000657	Market Central, Inc.
001EA4	Nokia Danmark A/S
0080CB	FALCO DATA PRODUCTS
000DB0	Olym-tech Co.,Ltd.
001D59	Mitra Energy & Infrastructure
ACBD0B	IMAC CO.,LTD
0005AD	Topspin Communications, Inc.
F05DC8	Duracell Powermat
00C019	LEAP TECHNOLOGY, INC.
001579	Lunatone Industrielle Elektronik GmbH
0010D1	Top Layer Networks, Inc.
00904E	DELEM BV
D4223F	Lenovo Mobile Communication Technology Ltd.
AA0003	DIGITAL EQUIPMENT CORPORATION
7419F8	IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.
98F537	zte corporation
0015F9	CISCO SYSTEMS, INC.
00140A	WEPIO Co., Ltd.
0011D2	Perception Digital Ltd
0006E2	Ceemax Technology Co., Ltd.
0050B8	INOVA COMPUTERS GMBH & CO. KG
001BD3	Panasonic Corp. AVC Company
84EB18	Texas Instruments
2C542D	CISCO SYSTEMS, INC.
000D8C	Shanghai Wedone Digital Ltd. CO.
00601F	STALLION TECHNOLOGIES
00B091	Transmeta Corp.
00C052	BURR-BROWN
00163B	VertexRSI/General Dynamics
103DEA	HFC Technology (Beijing) Ltd. Co.
000DC4	Emcore Corporation
B077AC	ARRIS Group, Inc.
18673F	Hanover Displays Limited
9C6ABE	QEES ApS.
10C2BA	UTT Co., Ltd.
D866C6	Shenzhen Daystar Technology Co.,ltd
0015E5	Cheertek Inc.
3C6278	SHENZHEN JETNET TECHNOLOGY CO.,LTD.
000542	Otari, Inc.
F0FDA0	Acurix Networks LP
544A05	wenglor sensoric gmbh
000A13	Honeywell Video Systems
3C8AE5	Tensun Information Technology(Hangzhou) Co.,LTD
0026B1	Navis Auto Motive Systems, Inc.
00131A	CISCO SYSTEMS, INC.
000BA3	Siemens AG, I&S
BC4CC4	Apple
00E043	VitalCom
DCCBA8	Explora Technologies Inc
0008C1	Avistar Communications Corporation
FC9FE1	CONWIN.Tech. Ltd
000D87	Elitegroup Computer System Co. (ECS)
0030BD	BELKIN COMPONENTS
001353	HYDAC Filtertechnik GMBH
000415	Rasteme Systems Co., Ltd.
9CB654	Hewlett Packard
002391	Maxian
88AE1D	COMPAL INFORMATION(KUNSHAN)CO.,LTD
B8241A	SWEDA INFORMATICA LTDA
B86491	CK Telecom Ltd
000DFC	ITFOR Inc.
204AAA	Hanscan Spain S.A.
68A3C4	Liteon Technology Corporation
38E08E	Mitsubishi Electric Corporation
001EE0	Urmet Domus SpA
7014A6	Apple, Inc.
380A94	Samsung Electronics Co.,Ltd
001857	Unilever R&D
001611	Altecon Srl
000B03	Taekwang Industrial Co., Ltd
0010AB	KOITO ELECTRIC INDUSTRIES, LTD.
00D0EF	IGT
000C0A	Guangdong Province Electronic Technology Research Institute
00244A	Voyant International
00E028	APTIX CORPORATION
0022D5	Eaton Corp. Electrical Group Data Center Solutions - Pulizzi
144C1A	Max Communication GmbH
0017E1	DACOS Technologies Co., Ltd.
0006AE	Himachal Futuristic Communications Ltd
9886B1	Flyaudio corporation (China)
000CE1	The Open Group
B0495F	OMRON HEALTHCARE Co., Ltd.
048A15	Avaya, Inc
00407B	SCIENTIFIC ATLANTA
D4D898	Korea CNO Tech Co., Ltd
00C0EF	ABIT CORPORATION
000C5D	CHIC TECHNOLOGY (CHINA) CORP.
0014D4	K Technology Corporation
0030E1	Network Equipment Technologies, Inc.
001035	ELITEGROUP COMPUTER SYSTEMS CO., LTD
001CF0	D-Link Corporation
A067BE	Sicon s.r.l.
B8F4D0	Herrmann Ultraschalltechnik GmbH & Co. Kg
644BF0	CalDigit, Inc
0000B4	EDIMAX COMPUTER COMPANY
001773	Laketune Technologies Co. Ltd
3C6F45	Fiberpro Inc.
002009	PACKARD BELL ELEC., INC.
000AED	HARTING Systems GmbH & Co KG
E0E5CF	Texas Instruments
442AFF	E3 Technology, Inc.
001B54	CISCO SYSTEMS, INC.
D0BF9C	Hewlett Packard
00092A	MYTECS Co.,Ltd.
F4EB38	SAGEM
B008BF	Vital Connect, Inc.
001290	KYOWA Electric & Machinery Corp.
64D4DA	Intel Corporate
8C5D60	UCI Corporation Co.,Ltd.
0015EF	NEC TOKIN Corporation
0004C7	NetMount
00806E	NIPPON STEEL CORPORATION
505AC6	GUANGDONG SUPER TELECOM CO.,LTD.
004030	GK COMPUTER
00C09A	PHOTONICS CORPORATION
E02630	Intrigue Technologies, Inc.
00224A	RAYLASE AG
18A99B	Dell Inc
4C5DCD	Oy Finnish Electric Vehicle Technologies Ltd
001F17	IDX Company, Ltd.
60455E	Liptel s.r.o.
00E01A	COMTEC SYSTEMS. CO., LTD.
00401A	FUJI ELECTRIC CO., LTD.
0080E5	NetApp, Inc
00A022	CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING
00601D	LUCENT TECHNOLOGIES
0001DC	Activetelco
000FE4	Pantech Co.,Ltd
581CBD	Affinegy
0003FA	TiMetra Networks
74E50B	Intel Corporate
180B52	Nanotron Technologies GmbH
74B9EB	Fujian JinQianMao Electronic Technology Co.,Ltd
000923	Heaman System Co., Ltd
3051F8	BYK-Gardner GmbH
486E73	Pica8, Inc.
001B2C	ATRON electronic GmbH
000030	VG LABORATORY SYSTEMS LTD
001984	ESTIC Corporation
BC39A6	CSUN System Technology Co.,LTD
DCEC06	Heimi Network Technology Co., Ltd.
34684A	Teraworks Co., Ltd.
0018E5	Adhoco AG
78D99F	NuCom HK Ltd.
001CF9	CISCO SYSTEMS, INC.
0004DB	Tellus Group Corp.
001C5B	Chubb Electronic Security Systems Ltd
00D05A	SYMBIONICS, LTD.
74FF7D	Wren Sound Systems, LLC
485B39	ASUSTek COMPUTER INC.
0011BE	AGP Telecom Co. Ltd
002020	MEGATRON COMPUTER INDUSTRIES PTY, LTD.
000D67	Ericsson
0080E4	NORTHWEST DIGITAL SYSTEMS, INC
00E018	ASUSTEK COMPUTER INC.
0007B3	CISCO SYSTEMS, INC.
001A6C	CISCO SYSTEMS, INC.
005074	ADVANCED HI-TECH CORP.
08EE8B	Samsung Elec Co.,Ltd
001221	B.Braun Melsungen AG
0050D9	ENGETRON-ENGENHARIA ELETRONICA IND. e COM. LTDA
001D46	CISCO SYSTEMS, INC.
00C0F1	SHINKO ELECTRIC CO., LTD.
D46AA8	HUAWEI TECHNOLOGIES CO.,LTD
0022B6	Superflow Technologies Group
001AAD	ARRIS Group, Inc.
000674	Spectrum Control, Inc.
001B18	Tsuken Electric Ind. Co.,Ltd
0023C6	SMC Corporation
249442	OPEN ROAD SOLUTIONS , INC.
001B76	Ripcode, Inc.
001E27	SBN TECH Co.,Ltd.
7C6F06	Caterpillar Trimble Control Technologies
EC3091	CISCO SYSTEMS, INC.
002396	ANDES TECHNOLOGY CORPORATION
44C69B	Wuhan Feng Tian Information Network CO.,LTD
001ECF	PHILIPS ELECTRONICS UK LTD
3C4711	HUAWEI TECHNOLOGIES CO.,LTD
BC38D2	Pandachip Limited
F8313E	endeavour GmbH
001069	HELIOSS COMMUNICATIONS, INC.
009082	FORCE INSTITUTE
00099A	ELMO COMPANY, LIMITED
000C72	Tempearl Industrial Co., Ltd.
64002D	Powerlinq Co., LTD
00808F	C. ITOH ELECTRONICS, INC.
0016E0	3Com Ltd
183F47	Samsung Electronics Co.,Ltd
000DD4	Symantec Corporation
0021CD	LiveTV
00014C	Berkeley Process Control
000431	GlobalStreams, Inc.
0001C3	Acromag, Inc.
001283	Nortel Networks
0010CA	Telco Systems, Inc.
842B2B	Dell Inc.
001294	SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC
001AE9	Nintendo Co., Ltd.
0024EB	ClearPath Networks, Inc.
001B3A	SIMS Corp.
000508	Inetcam, Inc.
000687	Omnitron Systems Technology, Inc.
000BCF	AGFA NDT INC.
00175B	ACS Solutions Switzerland Ltd.
B8BEBF	CISCO SYSTEMS, INC.
500B32	Foxda Technology Industrial(ShenZhen)Co.,LTD
000CE5	ARRIS Group, Inc.
008003	HYTEC ELECTRONICS LTD.
00228E	TV-NUMERIC
00197B	Picotest Corp.
F8DB88	Dell Inc
9CAD97	Hon Hai Precision Ind. Co.,Ltd.
000277	Cash Systemes Industrie
0090DE	CARDKEY SYSTEMS, INC.
A4DE50	Total Walther GmbH
002459	ABB STOTZ-KONTAKT GmbH
D8492F	CANON INC.
00259A	CEStronics GmbH
CC89FD	Nokia Corporation
001D32	Longkay Communication & Technology (Shanghai) Co. Ltd
001F35	AIR802 LLC
0020E1	ALAMAR ELECTRONICS
000443	Agilent Technologies, Inc.
00D0F1	SEGA ENTERPRISES, LTD.
0025D4	Fortress Technologies
002643	Alps Electric Co., Ltd
00257C	Huachentel Technology Development Co., Ltd
001C6E	Newbury Networks, Inc.
2C441B	Spectrum Medical Limited
000FAE	E2O Communications
00909F	DIGI-DATA CORPORATION
009071	Applied Innovation Inc.
001733	SFR
00135B	PanelLink Cinema, LLC
0005B5	Broadcom Technologies
00074E	IPFRONT Inc
00A073	COM21, INC.
0026A8	DAEHAP HYPER-TECH
000228	Necsom, Ltd.
40D28A	Nintendo Co., Ltd.
E47723	zte corporation
D093F8	Stonestreet One LLC
000735	Flarion Technologies, Inc.
001C3C	Seon Design Inc.
001ED3	Dot Technology Intl Co., Ltd.
98588A	SYSGRATION Ltd.
2493CA	Voxtronic Technology Computer-Systeme GmbH
000ECD	SKOV A/S
004017	Silex Technology America
38E98C	Reco S.p.A.
3C26D5	Sotera Wireless
000315	Cidco Incorporated
000CD0	Symetrix
000D9B	Heraeus Electro-Nite International N.V.
00D037	Pace France
00A023	APPLIED CREATIVE TECHNOLOGY, INC.
D0DFB2	Genie Networks Limited
0008E4	Envenergy Inc
C4242E	Galvanic Applied Sciences Inc
000926	YODA COMMUNICATIONS, INC.
E894F6	TP-LINK TECHNOLOGIES CO.,LTD.
00E042	Pacom Systems Ltd.
A0CEC8	CE LINK LIMITED
08D40C	Intel Corporate
001F62	JSC "Stilsoft"
8C76C1	Goden Tech Limited
000B38	Kn眉rr GmbH
001F08	RISCO LTD
001556	SAGEM COMMUNICATION
000753	Beijing Qxcomm Technology Co., Ltd.
0015D4	Emitor AB
0005A6	Extron Electronics
4C14A3	TCL Technoly Electronics (Huizhou) Co., Ltd.
00C095	ZNYX
A08869	Intel Corporate
00190D	IEEE 1394c
E45AA2	vivo Mobile Communication Co., Ltd.
300B9C	Delta Mobile Systems, Inc.
0004A3	Microchip Technology, Inc.
001874	CISCO SYSTEMS, INC.
005057	BROADBAND ACCESS SYSTEMS
0009FE	Daisy Technologies, Inc.
002482	Ruckus Wireless
000394	Connect One
001BCC	KINGTEK CCTV ALLIANCE CO., LTD.
000980	Power Zenith Inc.
000FF3	Jung Myoung Communications&Technology
001DEF	TRIMM, INC.
007E56	China Dragon Technology Limited
0004D1	Drew Technologies, Inc.
0023CC	Nintendo Co., Ltd.
A44AD3	ST Electronics(Shanghai) Co.,Ltd
001B77	Intel Corporate
4454C0	Thompson Aerospace
785968	Hon Hai Precision Ind.Co.,Ltd.
080087	XYPLEX
000BF2	Chih-Kan Technology Co., Ltd.
000AE2	Binatone Electronics International, Ltd
00A07E	AVID TECHNOLOGY, INC.
040AE0	XMIT AG COMPUTER NETWORKS
000E70	in2 Networks
48A9D2	Wistron Neweb Corp.
001F2A	ACCM
00044F	Leukhardt Systemelektronik GmbH
746A3A	Aperi Corporation
0CAF5A	GENUS POWER INFRASTRUCTURES LIMITED
0005E2	Creativ Network Technologies
50A054	Actineon
00202D	TAIYO CORPORATION
001C67	Pumpkin Networks, Inc.
005072	CORVIS CORPORATION
00233D	Novero holding B.V.
0050B0	TECHNOLOGY ATLANTA CORPORATION
00C049	U.S. ROBOTICS, INC.
00D002	DITECH CORPORATION
00E035	Artesyn Embedded Technologies
000BA4	Shiron Satellite Communications Ltd. (1996)
0018D7	Javad Navigation Systems Inc.
00A0D3	INSTEM COMPUTER SYSTEMS, LTD.
C09A71	XIAMEN MEITU MOBILE TECHNOLOGY CO.LTD
2839E7	Preceno Technology Pte.Ltd.
001450	Heim Systems GmbH
3C754A	ARRIS Group, Inc.
00C028	JASCO CORPORATION
5CA39D	SAMSUNG ELECTRO-MECHANICS CO., LTD.
0050FF	HAKKO ELECTRONICS CO., LTD.
00C0B0	GCC TECHNOLOGIES,INC.
000F6F	FTA Communication Technologies
B8415F	ASP AG
00141D	LTi DRIVES GmbH
00030D	Uniwill Computer Corp.
00305C	SMAR Laboratories Corp.
00015C	CADANT INC.
0009F7	SED, a division of Calian
000282	ViaClix, Inc.
000CC5	Nextlink Co., Ltd.
18AF8F	Apple
7C3E9D	PATECH
005039	MARINER NETWORKS
000436	ELANsat Technologies, Inc.
6C3A84	Shenzhen Aero-Startech. Co.Ltd
00265C	Hon Hai Precision Ind. Co.,Ltd.
001EF5	Hitek Automated Inc.
0050BC	HAMMER STORAGE SOLUTIONS
9038DF	Changzhou Tiannengbo System Co. Ltd.
508A42	Uptmate Technology Co., LTD
08E84F	HUAWEI TECHNOLOGIES CO.,LTD
D01242	BIOS Corporation
000B60	CISCO SYSTEMS, INC.
40167E	ASUSTek COMPUTER INC.
0CCDFB	EDIC Systems Inc.
940BD5	Himax Technologies, Inc
00182A	Taiwan Video & Monitor
D4A425	SMAX Technology Co., Ltd.
74372F	Tongfang Shenzhen Cloudcomputing Technology Co.,Ltd
00D07C	KOYO ELECTRONICS INC. CO.,LTD.
682DDC	Wuhan Changjiang Electro-Communication Equipment CO.,LTD
0002CB	TriState Ltd.
000DCD	GROUPE TXCOM
00195D	ShenZhen XinHuaTong Opto Electronics Co.,Ltd
00404B	MAPLE COMPUTER SYSTEMS
00142F	WildPackets
30D6C9	Samsung Electronics Co.,Ltd
080CC9	Mission Technology Group, dba Magma
C8458F	Wyler AG
005069	PixStream Incorporated
60D1AA	Vishal Telecommunications Pvt Ltd
001AE7	Aztek Networks, Inc.
000199	HeiSei Electronics
78D004	Neousys Technology Inc.
F8D3A9	AXAN Networks
00E07D	NETRONIX, INC.
AC5036	Pi-Coral Inc
8843E1	CISCO SYSTEMS, INC.
0002C9	Mellanox Technologies
000457	Universal Access Technology, Inc.
002314	Intel Corporate
44C233	Guangzhou Comet Technology Development Co.Ltd
0018F2	Beijing Tianyu Communication Equipment Co., Ltd
001D48	Sensor-Technik Wiedemann GmbH
AC6BAC	Jenny Science AG
14A9E3	MST CORPORATION
00207E	FINECOM Co., Ltd.
0007D0	Automat Engenharia de Automa莽茫o Ltda.
0030B5	Tadiran Microwave Networks
788C54	Eltek Technologies LTD
001DBF	Radiient Technologies, Inc.
000435	Comptek International, Inc.
00146C	Netgear Inc.
001136	Goodrich Sensor Systems
DCB4C4	Microsoft XCG
E0271A	TTC Next-generation Home Network System WG
001FD6	Shenzhen Allywll
148A70	ADS GmbH
0008A2	ADI Engineering, Inc.
ECE915	STI Ltd
000CF9	Xylem Water Solutions
0008ED	ST&T Instrument Corp.
000EED	Nokia Danmark A/S
00057B	Chung Nam Electronic Co., Ltd.
00075C	Eastman Kodak Company
008035	TECHNOLOGY WORKS, INC.
00D089	DYNACOLOR, INC.
9CA9E4	zte corporation
5CBD9E	HONGKONG MIRACLE EAGLE TECHNOLOGY(GROUP) LIMITED
000224	C-COR
00149C	HF Company
001ABB	Fontal Technology Incorporation
00235F	Silicon Micro Sensors GmbH
000F20	Hewlett-Packard Company
001417	RSE Informations Technologie GmbH
000820	CISCO SYSTEMS, INC.
0006D1	Tahoe Networks, Inc.
000AAA	AltiGen Communications Inc.
F82441	Yeelink
200BC7	HUAWEI TECHNOLOGIES CO.,LTD
681AB2	zte corporation
0007AE	Britestream Networks, Inc.
94AE61	Alcatel Lucent
000A36	Synelec Telecom Multimedia
DC49C9	CASCO SIGNAL LTD
C8C13C	RuggedTek Hangzhou Co., Ltd
0C3956	Observator instruments
00801F	KRUPP ATLAS ELECTRONIK GMBH
001973	Zeugma Systems
0024A0	ARRIS Group, Inc.
D86194	Objetivos y Sevicios de Valor An虄adido
08863B	Belkin International, Inc.
00D071	ECHELON CORP.
001859	Strawberry Linux Co.,Ltd.
24050F	MTN Electronic Co. Ltd
000B27	Scion Corporation
E08177	GreenBytes, Inc.
0011E8	Tixi.Com
000AB3	Fa. GIRA
001147	Secom-Industry co.LTD.
A49947	Huawei Technologies Co., Ltd
000660	NADEX Co., Ltd.
001B60	NAVIGON AG
6CCA08	ARRIS Group, Inc.
F44450	BND Co., Ltd.
002079	MIKRON GMBH
00014F	ADTRAN INC
0050B9	XITRON TECHNOLOGIES, INC.
0006E1	Techno Trade s.a
00D02F	VLSI TECHNOLOGY INC.
CCF67A	Ayecka Communication Systems LTD
00AA01	INTEL CORPORATION
001E35	Nintendo Co., Ltd.
B0989F	LG CNS
002484	Bang and Olufsen Medicom a/s
002172	Seoultek Valley
0CC6AC	DAGS
C0F79D	Powercode
00500A	IRIS TECHNOLOGIES, INC.
000D7D	Afco Systems
00A096	MITSUMI ELECTRIC CO., LTD.
00070D	CISCO SYSTEMS, INC.
0C8484	Zenovia Electronics Inc.
000AC4	Daewoo Teletech Co., Ltd
004089	MEIDENSHA CORPORATION
74DA38	Edimax Technology Co. Ltd.
001D35	Viconics Electronics Inc.
000816	Bluelon ApS
0C2755	Valuable Techologies Limited
702F97	Aava Mobile Oy
549A11	IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.
00D001	VST TECHNOLOGIES, INC.
000A6F	ZyFLEX Technologies Inc
6CFAA7	AMPAK Technology Inc.
00134E	Valox Systems, Inc.
64D814	CISCO SYSTEMS, INC.
0009BA	MAKU Informationstechik GmbH
D4DF57	Alpinion Medical Systems
002131	Blynke Inc.
3C912B	Vexata Inc
000E90	PONICO CORP.
000D46	Parker SSD Drives
00D059	AMBIT MICROSYSTEMS CORP.
00011B	Unizone Technologies, Inc.
000AB2	Fresnel Wireless Systems
0004B1	Signal Technology, Inc.
0030C7	Macromate Corp.
00269D	M2Mnet Co., Ltd.
000564	Tsinghua Bitway Co., Ltd.
000160	ELMEX Co., LTD.
00C0E2	CALCOMP, INC.
001410	Suzhou Keda Technology CO.,Ltd
0025E9	i-mate Development, Inc.
443839	Cumulus Networks, inc
00173A	Reach Systems Inc.
9CBEE0	Biosoundlab Co., Ltd.
88A3CC	Amatis Controls
001D23	SENSUS
0020DE	JAPAN DIGITAL LABORATY CO.LTD
0090A5	SPECTRA LOGIC
64B473	Xiaomi inc.
CC5D4E	ZyXEL Communications Corporation
0C4DE9	Apple
001476	MultiCom Industries Limited
00077D	CISCO SYSTEMS, INC.
0015C4	FLOVEL CO., LTD.
0009EA	YEM Inc.
48F7F1	Alcatel-Lucent
001248	EMC Corporation (Kashya)
00100A	WILLIAMS COMMUNICATIONS GROUP
004070	INTERWARE CO., LTD.
0023C4	Lux Lumen
001A1D	PChome Online Inc.
08000B	UNISYS CORPORATION
000F18	Industrial Control Systems
E4F365	Time-O-Matic, Inc.
00121E	Juniper Networks, Inc.
001D1B	Sangean Electronics Inc.
10B9FE	Lika srl
00307F	IRLAN LTD.
000567	Etymonic Design, Inc.
00A063	JRL SYSTEMS, INC.
D8FEE3	D-Link International
D479C3	Cameronet GmbH & Co. KG
0015BC	Develco
001FE1	Hon Hai Precision Ind. Co., Ltd.
E89120	Motorola Mobility LLC, a Lenovo Company
001D40	Intel 鈥? GE Care Innovations LLC
000F2F	W-LINX TECHNOLOGY CO., LTD.
000011	NORMEREL SYSTEMES
0008C4	Hikari Co.,Ltd.
B09137	ISis ImageStream Internet Solutions, Inc
9C55B4	I.S.E. S.r.l.
7898FD	Q9 Networks Inc.
0011DD	FROMUS TEC. Co., Ltd.
001DF4	Magellan Technology Pty Limited
00500F	CISCO SYSTEMS, INC.
50A733	Ruckus Wireless
001FE0	EdgeVelocity Corp
000F15	Kjaerulff1 A/S
000E76	GEMSOC INNOVISION INC.
4813F3	BBK Electronics Corp., Ltd.
E0F211	Digitalwatt
00041C	ipDialog, Inc.
B09AE2	STEMMER IMAGING GmbH
D896E0	Alibaba Cloud Computing Ltd.
30B5F1	Aitexin Technology Co., Ltd
0040A4	ROSE ELECTRONICS
C0F2FB	Apple
B03495	Apple
70F927	Samsung Electronics
006086	LOGIC REPLACEMENT TECH. LTD.
307350	Inpeco SA
003038	XCP, INC.
9C1FDD	Accupix Inc.
0005ED	Technikum Joanneum GmbH
F4C447	Coagent International Enterprise Limited
00B0B3	Xstreamis PLC
E01D38	Beijing HuaqinWorld Technology Co.,Ltd
00257E	NEW POS Technology Limited
4CBCA5	Samsung Electronics Co.,Ltd
001F80	Lucas Holding bv
0080E3	CORAL NETWORK CORPORATION
000313	Access Media SPA
00161F	SUNWAVETEC Co., Ltd.
00189D	Navcast Inc.
003043	IDREAM TECHNOLOGIES, PTE. LTD.
00018B	NetLinks Co., Ltd.
0021CB	SMS TECNOLOGIA ELETRONICA LTDA
000EAF	CASTEL
000351	Diebold, Inc.
001756	Vinci Labs Oy
28FCF6	Shenzhen Xin KingBrand enterprises Co.,Ltd
002206	Cyberdyne Inc.
40A6D9	Apple
0012D5	Motion Reality Inc.
000C2E	Openet information technology(shenzhen) Co., Ltd.
001F9E	CISCO SYSTEMS, INC.
0013AB	Telemotive AG
002374	ARRIS Group, Inc.
3C6200	Samsung electronics CO., LTD
0005F6	Young Chang Co. Ltd.
0006AA	VT Miltope
CC95D7	VIZIO, Inc
001DAD	Sinotech Engineering Consultants, Inc.  Geotechnical Enginee
000DB1	Japan Network Service Co., Ltd.
0012B5	Vialta, Inc.
00131C	LiteTouch, Inc.
9CF387	Apple
7C034C	SAGEMCOM
001559	Securaplane Technologies, Inc.
001015	OOmon Inc.
00609A	NJK TECHNO CO.
001109	Micro-Star International
24E9B3	Cisco
00D0FF	CISCO SYSTEMS, INC.
749C52	Huizhou Desay SV Automotive Co., Ltd.
E0B9A5	Azurewave
88A2D7	HUAWEI TECHNOLOGIES CO.,LTD
1045BE	Norphonic AS
BC20BA	Inspur (Shandong) Electronic Information Co., Ltd
A87B39	Nokia Corporation
A01290	Avaya, Inc
00046B	Palm Wireless, Inc.
0008C2	CISCO SYSTEMS, INC.
000220	CANON FINETECH INC.
00132A	Sitronics Telecom Solutions
243C20	Dynamode Group
0009A8	Eastmode Pte Ltd
B050BC	SHENZHEN BASICOM ELECTRONIC CO.,LTD.
00E06F	ARRIS Group, Inc.
186472	Aruba Networks
002370	Snell
E09796	HUAWEI TECHNOLOGIES CO.,LTD
000BE3	Key Stream Co., Ltd.
00A00D	THE PANDA PROJECT
00016A	ALITEC
001097	WinNet Metropolitan Communications Systems, Inc.
B80305	Intel Corporate
0022C9	Lenord, Bauer & Co GmbH
00C0D9	QUINTE NETWORK CONFIDENTIALITY
